the_geom,capacity_mw,record_last_updated_dd_mm_yyyy,operator,name,renewable_or_non_renewable,technology_type,cartodb_id,development_status,county,region,country,lat,long,operational
0101000020E6100000C40B7D0B4680F13F94128255F5BA4940,90,03/12/2014,Elsam,Kentish Flats,Renewable,Wind Offshore,400,Operational,Offshore,Offshore,England,51.460612,1.0938168,10/09/2005
,56,May 2015,E.On UK,Castleford,Non-renewable,CCGT,1605,Operational,,,Yorkshire and the Humber,,,2002
0101000020E6100000D3F71A82E3F20AC009A87004A97C4D40,7,04/03/2015,Scottish Power (CRE Energy),European Marine Energy Centre (EMEC),Renewable,Shoreline Wave,513,Operational,Offshore,Offshore,Scotland,58.973908,-3.368598,27/05/2008
0101000020E61000002EC48FD6BD7214C0E17EC00303004C40,8,03/03/2010,Scottish and Southern Energy (SSE),Striven,Renewable,Large Hydro,5,Operational,Strathclyde,Scotland,Scotland,56.000092,-5.1120523,01/01/1951
0101000020E610000066C73EAF15C0CB3F3FC91D3691F74940,1.1,30/06/2009,Biffa,Ugley,Renewable,Landfill Gas,411,Operational,Essex,Eastern,England,51.934119,0.21679946,01/12/2005
0101000020E61000003B38D89B18F2F0BF9D11A5BDC1774A40,4.2,13/08/2015,Sirius Solar Building,Radcliffe Solar Farm,Renewable,Solar Photovoltaics,1578,Operational,Nottinghamshire,East Midlands,England,52.9356,-1.0591055,13/06/2015
0101000020E610000014AE47E17A14F4BF499D8026C26E4A40,34,May 2015,E.On UK,Ratcliffe GT,Non-renewable,Gas oil,1675,Operational,,,East Midlands,52.8653,-1.255,1966
0101000020E610000051B758F6C9B60EC015AA9B8BBF2F4C40,1.9,30/04/2010,,Turret water treatment works,Renewable,Small Hydro,6,Operational,Tayside,Scotland,Scotland,56.373033,-3.8392524,01/01/1952
0101000020E6100000A0EEF26382A811C08B389D64AB034D40,3.5,04/04/2006,Scottish and Southern Energy (SSE),Lairg,Renewable,Small Hydro,20,Operational,Highland,Scotland,Scotland,58.028668,-4.4145599,01/01/1959
0101000020E6100000B3846BA45B2505C0E86A2BF697AF4A40,7.9,20/03/2003,NOVERA,Arpley Landfill Scheme 'B',Renewable,Landfill Gas,172,Operational,Cheshire,North West,England,53.371825,-2.6432412,10/12/1999
0101000020E610000013F5FE16CFA6E03F5A2A6F47386D4940,3,29/09/2005,Biffa,Pebsham,Renewable,Landfill Gas,211,Operational,East Sussex,South East,England,50.85328,0.52036242,05/10/2000
0101000020E610000057C38F7B04D810C043908312667A4C40,2.5,04/04/2006,Scottish and Southern Energy (SSE),Cuaich,Renewable,Small Hydro,21,Operational,Highland,Scotland,Scotland,56.95624,-4.2109546,01/01/1959
0101000020E61000001A30ED40425115C0D7187442E8084C40,6,03/04/2006,Scottish and Southern Energy (SSE),Loch Gair,Renewable,Large Hydro,22,Operational,Strathclyde,Scotland,Scotland,56.069588,-5.3293543,01/01/1961
0101000020E610000059E02BBAF5FA0FC02B1213D4F02F4C40,3,04/04/2006,Scottish and Southern Energy (SSE),Lednock,Renewable,Small Hydro,23,Operational,Tayside,Scotland,Scotland,56.374537,-3.997539,01/01/1961
0101000020E6100000E835135F2F45CEBF17BCE82B48DF4A40,1.3,09/06/2010,Yorkshire Water,Saltend Wind Turbine,Renewable,Wind Onshore,489,Operational,Humberside,Yorkshire and Humber,England,53.74439,-0.23648636,01/11/2007
0101000020E610000071506793682E12C08EE89E758DBA4C40,20,03/04/2006,Scottish and Southern Energy (SSE),Aigas,Renewable,Large Hydro,24,Operational,Highland,Scotland,Scotland,57.457442,-4.5453208,01/01/1962
0101000020E6100000E83812C3690C12C05743E21E4BBB4C40,20,03/04/2006,Scottish and Southern Energy (SSE),Kilmorack,Renewable,Large Hydro,25,Operational,Highland,Scotland,Scotland,57.46323,-4.5121222,01/01/1962
0101000020E6100000CC7FA378F09612C0C30DF8FC309C4C40,15,04/04/2006,Scottish and Southern Energy (SSE),Livishie,Renewable,Large Hydro,26,Operational,Highland,Scotland,Scotland,57.220245,-4.6474017,01/01/1962
0101000020E6100000BCCFF1D1E27C11C0BDE47FF277694C40,2.2,04/04/2006,Scottish and Southern Energy (SSE),Loch Ericht,Renewable,Small Hydro,27,Operational,Tayside,Scotland,Scotland,56.823973,-4.371959,01/01/1962
0101000020E6100000665710B9CFF013C0F111312592744C40,2,04/04/2006,Scottish and Southern Energy (SSE),Mucomir,Renewable,Small Hydro,28,Operational,Highland,Scotland,Scotland,56.91071,-4.9851674,01/01/1962
0101000020E6100000C9B72D80DFF511C05AD8D30E7F9F4C40,5.2,04/04/2006,Scottish and Southern Energy (SSE),Foyers Falls,Renewable,Large Hydro,29,Operational,Highland,Scotland,Scotland,57.246065,-4.4901104,01/01/1968
0101000020E6100000508D976E12830FC0EC51B81E855B4C40,15,04/04/2006,Scottish and Southern Energy (SSE),Pitlochry,Renewable,Large Hydro,4,Operational,Tayside,Scotland,Scotland,56.715,-3.939,01/01/1950
0101000020E6100000378C1544C3B3A4BFCD3AE3FBE2CE4940,55,08/01/2015,Londonwaste,Edmonton EcoPark EfW,Renewable,EfW Incineration,30,Operational,London,London,England,51.616302,-0.040433981,01/01/1974
0101000020E61000002B1D07B9E6D111C046D09849D4A34C40,4,03/07/2009,Green Power,Inverfarigaig,Renewable,Small Hydro,31,Operational,Highland,Scotland,Scotland,57.279916,-4.4549817,01/01/1980
0101000020E610000000EDFDFCADD302C00CCA349A5C944B40,6.1,19/12/2014,RWE,Kielder,Renewable,Large Hydro,32,Operational,Northumberland,North East,England,55.159076,-2.3533592,01/06/1982
0101000020E6100000716B1CFBA3C905C0A60A462575CA4A40,4.5,10/12/2013,,West Quarry,Renewable,Landfill Gas,33,Operational,Lancashire,North West,England,53.5817,-2.7234573,01/01/1992
0101000020E610000016DC0F7860A0FEBFDB4FC6F830FB4A40,1.3,06/07/2009,Yorkshire Water,Chelker Reservoir,Renewable,Wind Onshore,34,Operational,North Yorkshire,Yorkshire and Humber,England,53.962432,-1.9141545,01/06/1992
0101000020E61000006C5F9BE84E0BF23F60234910AE2A4A40,14.3,29/06/2011,South Western Power (NOVERA),Eye Biomass Plant,Renewable,Biomass (dedicated),35,Operational,Suffolk,Eastern,England,52.333437,1.1277608,01/07/1992
0101000020E61000006760E4654DECF7BF7CD6355A0E904B40,2.7,08/10/2013,Border Wind Farms Ltd,Blyth Harbour Wind Farm,Renewable,Wind Onshore,36,Operational,Northumberland,North East,England,55.125438,-1.495191,01/12/1992
0101000020E6100000C229BD80A8C501C04DF564FED1E54A40,1.9,23/05/2006,,Rowley,Renewable,Landfill Gas,37,Operational,Lancashire,North West,England,53.795471,-2.2215128,01/01/1993
0101000020E610000016EB6525F71509C0D6011077F5204B40,4.8,03/09/2010,Npower Renewables,Kirkby Moor,Renewable,Wind Onshore,38,Operational,Cumbria,North West,England,54.257491,-3.1357253,01/01/1993
0101000020E610000098D98C7857720BC024B726DD96384A40,31,04/12/2009,CELTPOWER LTD,Llandinam Windfarm,Renewable,Wind Onshore,39,Operational,Powys,Wales,Wales,52.442104,-3.4308309,01/01/1993
0101000020E6100000F07673A72A3301C0E886A6ECF4DF4A40,9.6,09/06/2010,RES,Coal Clough Wind Farm,Renewable,Wind Onshore,40,Operational,Lancashire,North West,England,53.749662,-2.1499837,01/02/1993
0101000020E6100000CC0BB08F4EFDFEBF3695456117E34A40,9.2,11/04/2011,,Ovenden Moor,Renewable,Wind Onshore,41,Operational,West Yorkshire,Yorkshire and Humber,England,53.774151,-1.9368425,01/06/1993
0101000020E6100000A5D93C0E83F9C33F1B9E5E29CB1E4A40,2,29/07/2009,Waste Recycling Group,Milton Landfill Site,Renewable,Landfill Gas,42,Operational,Cambridgeshire,Eastern,England,52.240575,0.156052,01/07/1993
0101000020E610000093DEDC04843B07C018601F9DBAA04940,6.8,25/02/2015,,Ashlawn Farm,Renewable,Solar Photovoltaics,1553,Operational,Somerset,South West,England,51.255695,-2.9040604,31/03/2015
0101000020E61000005C261EABEFB70BC00F5EBBB4E1C84940,9,01/06/2011,Npower Renewables,Taff Ely Wind Farm,Renewable,Wind Onshore,43,Operational,Mid Glamorgan,Wales,Wales,51.569388,-3.4648126,01/10/1993
0101000020E610000048E17A14AE47F4BF3465A71FD4CF4940,1470,May 2015,RWE Npower Plc,Didcot B,Non-renewable,CCGT,1623,Operational,,,South East,51.623661,-1.2675,1998
0101000020E610000058E4D70FB141E03FA8C64B3789C14940,800,May 2015,Intergen,Coryton,Non-renewable,CCGT,1614,Operational,,,East,51.512,0.508019,2001
0101000020E6100000076D286B8AB6FABF61FBC9181FC44A40,5.9,23/10/2009,,Royd Moor,Renewable,Wind Onshore,44,Operational,South Yorkshire,Yorkshire and Humber,England,53.532199,-1.6695656,01/12/1993
0101000020E6100000AC233557473AA7BF86CB2A6C06BE4940,35,08/01/2015,Veolia (SELCHP),SELCHP ERF,Renewable,EfW Incineration,45,Operational,London,London,England,51.484571,-0.045366506,01/12/1993
0101000020E610000035E5547C8D5E0DC096236420CF784A40,4.5,05/01/2015,Dwr Cymru Welsh Water,Llyn Celyn ,Renewable,Small Hydro,46,Operational,Gwynedd,Wales,Wales,52.943821,-3.6711683,01/01/1994
0101000020E61000005D0FCB0B55860CC0309E4143FF2E4A40,9.9,03/03/2010,Npower Renewables,Bryn titli Windfarm,Renewable,Wind Onshore,47,Operational,Powys,Wales,Wales,52.367165,-3.5655919,01/06/1994
0101000020E61000004D9AAB8B80471BC0B5A4A31CCC824B40,5,23/02/2010,B9 Energy Services Ltd,Rigged Hill Wind Farm,Renewable,Wind Onshore,48,Operational,County Londonderry,Northern Ireland,Northern Ireland,55.021854,-6.8198263,01/11/1994
0101000020E6100000E48AE65CE55C12C048DE3994A1F44940,5.5,09/06/2010,RES,Dyffryn Brodyn Wind Farm,Renewable,Wind Onshore,49,Operational,Dyfed,Wales,Wales,51.911181,-4.5907187,01/12/1994
0101000020E61000001B193FE8342619C06728EE7893854B40,5,23/02/2010,B9 Energy Services Ltd,Corkey Wind Farm,Renewable,Wind Onshore,50,Operational,County Antrim,Northern Ireland,Northern Ireland,55.043563,-6.2873112,01/12/1994
0101000020E6100000E8436161D27918C0B477465B955E4B40,5,23/02/2010,B9 Energy Services Ltd,Elliot's Hill Wind Farm,Renewable,Wind Onshore,51,Operational,County Antrim,Northern Ireland,Northern Ireland,54.738933,-6.1189666,01/04/1995
0101000020E610000048BA8F71FF70CCBF1E335019FF4C4A40,1.9,30/10/2011,Waste Recycling Group,Dogsthorpe South Landfill Site,Renewable,Landfill Gas,52,Operational,Cambridgeshire,Eastern,England,52.601535,-0.22219842,01/09/1995
0101000020E6100000A9E38CBC07C31DC016FA60191B5A4B40,5,23/02/2010,"Colham Energy Ltd, plus Airtricty extrension",Bessy Bell Wind Farm,Renewable,Wind Onshore,53,Operational,County Tyrone,Northern Ireland,Northern Ireland,54.703952,-7.4404592,01/10/1995
0101000020E61000007E569929ADDF03C012178046E9B24A40,3,10/12/2009,NORWEB Generation Limited,Butchersfield Landfill Site,Renewable,Landfill Gas,54,Operational,Cheshire,North West,England,53.397744,-2.484217,16/10/1995
0101000020E61000001CC418A2545C0FC0FCFECD8B13C74B40,7.8,11/04/2011,Trigen,Hagshaw Hill Wind Farm,Renewable,Wind Onshore,55,Operational,Strathclyde,Scotland,Scotland,55.555284,-3.9200833,01/11/1995
0101000020E61000007C73C982D35C0FC0FB96395D16C74B40,7.8,11/04/2011,Trigen,"Hagshaw Hill (S15) Wind Farm, Lanarkshire",Renewable,Wind Onshore,56,Operational,Strathclyde,Scotland,Scotland,55.55537,-3.9203253,01/11/1995
0101000020E61000006836D9507B831EC00DFE7E315B184B40,5,08/10/2013,Sean Quinn Group,Slieve Rushen Phase 1 Wind Farm,Renewable,Wind Onshore,57,Operational,County Fermanagh,Northern Ireland,Northern Ireland,54.190283,-7.6284001,01/12/1995
0101000020E6100000409BC184766304C048179B560ADB4A40,2.3,24/05/2006,,Withnell LFS,Renewable,Landfill Gas,58,Operational,Lancashire,North West,England,53.711253,-2.5485659,01/01/1996
0101000020E6100000F51B9A70B7FDE4BF48E2E5E95C294A40,2.4,22/09/2005,Nene Valley Waste Ltd,Sidegate Lane,Renewable,Landfill Gas,59,Operational,Northamptonshire,East Midlands,England,52.323148,-0.65597126,01/01/1996
0101000020E61000006BF69BE4A235F53FFC51D4997B5E4A40,1.5,30/03/2005,Combined Landfill Projects (CLP),Mayton Wood Landfill Site,Renewable,Landfill Gas,60,Operational,Norfolk,Eastern,England,52.738147,1.3255948,01/03/1996
0101000020E6100000BF21F9EF66B2F7BFA165DD3F16444A40,1.2,29/06/2005,Greenways,Judkins Landfill Site Phase 3,Renewable,Landfill Gas,61,Operational,Warwickshire,West Midlands,England,52.531929,-1.4810552,01/05/1996
0101000020E61000006DBF21F9EFA606C023DBF97E6A9E4A40,1.6,20/03/2003,Waste Recycling Group,Gowy Landfill Site,Renewable,Landfill Gas,62,Operational,Cheshire,North West,England,53.237625,-2.8315124,01/05/1996
0101000020E6100000322251685957FFBF48DFA46950624940,6,18/08/2011,Canford Renewable Energy Ltd,Whites Landfill Site (Canford),Renewable,Landfill Gas,63,Operational,Dorset,South West,England,50.768079,-1.9588255,01/05/1996
0101000020E6100000927DEB1E34860FC0A96C585359E84B40,1.9,30/10/2011,Waste Recycling Group,Greengairs Landfill Scheme Phase I,Renewable,Landfill Gas,64,Operational,Strathclyde,Scotland,Scotland,55.815226,-3.9405291,01/05/1996
0101000020E61000006E2A9CEE867EF2BFFCFD62B6645D4A40,1.6,22/04/2009,Redland Aggregates Ltd / Combined Landfill Projects (CLP),Mountsorrel Landfill Site,Renewable,Landfill Gas,65,Operational,Leicestershire,East Midlands,England,52.729636,-1.1558904,01/05/1996
0101000020E61000006AA33A1DC86211C0ABECBB22F8AF4A40,5.6,09/12/2003,RWE npower,Trysglwyn Wind Farm,Renewable,Wind Onshore,66,Operational,Gwynedd,Wales,Wales,53.37476,-4.3464665,01/05/1996
0101000020E61000003F2B7AF18F48DE3FECF82F10045A4A40,1.5,05/05/2001,Combined Landfill Projects (CLP),Blackborough End Landfill Site,Renewable,Landfill Gas,67,Operational,Norfolk,Eastern,England,52.703249,0.47317885,01/06/1996
0101000020E6100000A5B448241B39F43F0403081F4A064A40,1.2,09/12/2003,Renewable Power Generation Ltd,Foxhall Landfill Site,Renewable,Landfill Gas,68,Operational,Suffolk,Eastern,England,52.049137,1.2639419,18/06/1996
0101000020E6100000AE30D868942901C09A5B21ACC69E4A40,1.6,30/10/2011,Waste Recycling Group,Danes Moss Landfill Site,Renewable,Landfill Gas,69,Operational,Cheshire,North West,England,53.240438,-2.1453026,01/07/1996
0101000020E6100000450B960B11C7E3BF5F09A4C4AED54A40,3.8,13/06/2005,Humberside Wastewise Ltd / Coal Products Limited,Winterton Landfill Site,Renewable,Landfill Gas,70,Operational,Humberside,Yorkshire and Humber,England,53.669396,-0.61805012,01/07/1996
0101000020E61000006B3E5354A211C3BF25CCB4FD2B9F4940,1.8,19/10/2005,Biogeneration / Biffa,Patteson Court Landfill Site,Renewable,Landfill Gas,71,Operational,Surrey,South East,England,51.24353,-0.14897565,01/07/1996
0101000020E6100000557C2A44132ADEBFA7936C75390D4A40,1.8,09/12/2003,Renewable Power Generation Ltd,Elstow Landfill Site,Renewable,Landfill Gas,72,Operational,Bedfordshire,Eastern,England,52.103316,-0.47131807,08/07/1996
0101000020E6100000E0F835EDBD3301C0DEAE97A608424A40,4.4,08/10/2013,Biogeneration / Biffa,Himley Wood Landfill Site,Renewable,Landfill Gas,73,Operational,Staffordshire,West Midlands,England,52.515889,-2.1502646,01/08/1996
0101000020E610000009A0BD9FBF15E5BF23D8B8FE5D294A40,1.3,30/10/2011,East Midlands Electricity Generation,Sidegate Lane Landfill Site,Renewable,Landfill Gas,74,Operational,Northamptonshire,East Midlands,England,52.323181,-0.65890485,01/08/1996
0101000020E6100000AA5C4D43F9570CC03F355EBA49564B40,4.2,30/10/2011,Windprospect (a subsidiary of Windcluster Ltd.),Siddick Wind Farm,Renewable,Wind Onshore,75,Operational,Cumbria,North West,England,54.674125,-3.5429559,01/08/1996
0101000020E6100000D7CEE6278B71DFBF4EF2237EC5F84940,2.6,09/12/2003,Renewable Power Generation Ltd,Sundon Landfill Site,Renewable,Landfill Gas,76,Operational,Bedfordshire,Eastern,England,51.943527,-0.49130515,01/09/1996
0101000020E6100000AD776E90FF98FDBFC498F4F7523A4A40,30,30/04/2010,Veolia,Tyseley ERF,Renewable,EfW Incineration,77,Operational,West Midlands,West Midlands,England,52.455657,-1.8498531,01/09/1996
0101000020E6100000E12DEB596B730CC05DA5BBEB6C544B40,5.4,11/04/2011,Windprospect (a subsidiary of Windcluster Ltd.),Oldside Wind Farm,Renewable,Wind Onshore,78,Operational,Cumbria,North West,England,54.659574,-3.5563571,01/09/1996
0101000020E6100000491E3E9FB787F0BF429946938B314A40,1.8,20/12/2004,Biogeneration / Biffa,Portley Ford Landfill Site,Renewable,Landfill Gas,79,Operational,Northamptonshire,East Midlands,England,52.387072,-1.0331341,01/10/1996
0101000020E6100000BC8AD69B628F0FC05C902DCBD7F34B40,1.9,30/10/2011,Waste Recycling Group,Greengairs Landfill Scheme Phase II,Renewable,Landfill Gas,80,Operational,Strathclyde,Scotland,Scotland,55.905023,-3.9450123,01/10/1996
0101000020E6100000F7CDFDD5E3BE04C0B56E83DA6FCB4940,2.6,30/10/2011,Biogas Technology Ltd and Avon CC,Harn Hill Quarry Landfill Site,Renewable,Landfill Gas,81,Operational,Avon,South West,England,51.589351,-2.593208,01/10/1996
0101000020E6100000C81FB18284DD0CC0ED2B0FD253464A40,16.8,30/10/2011,RWE npower,Carno 'B' Wind Farm,Renewable,Wind Onshore,82,Operational,Powys,Wales,Wales,52.549433,-3.6081629,01/10/1996
0101000020E6100000FA1285F12EA20CC0593673486A454A40,16.8,30/10/2011,RWE npower,Carno 'A' Wind Farm,Renewable,Wind Onshore,83,Operational,Powys,Wales,Wales,52.542306,-3.5791911,01/10/1996
0101000020E61000007699507754BB10C0A4E4D53906A64B40,21.6,25/09/2014,Fred Olsen Renewables,Windy Standard,Renewable,Wind Onshore,84,Operational,,Scotland,Scotland,55.297065,-4.1829394,01/10/1996
0101000020E610000026B6717ACD6103C043041C42958E4A40,1.6,20/03/2003,Waste Recycling Group,Maw Green Landfill Site,Renewable,Landfill Gas,85,Operational,Cheshire,North West,England,53.11393,-2.4227552,01/12/1996
0101000020E6100000A612D87B75FED63F889D29745EA54940,1.2,16/06/2008,ARC Ltd (Greenways Landfill)/ Waste Recycling Group plc,Offham Landfill Site Phase II,Renewable,Landfill Gas,86,Operational,Kent,South East,England,51.291945,0.35928094,01/12/1996
0101000020E61000003B104007E96BD2BF94FB1D8A02734940,2,27/04/2009,Haul Waste Limited,Horton Landfill Site,Renewable,Landfill Gas,87,Operational,West Sussex,South East,England,50.898515,-0.28783632,01/12/1996
0101000020E610000095FA68273956F3BF4B051555BFF84940,1.8,30/06/2005,Haul Waste Limited,Ardley Fields Farm Landfill Site,Renewable,Landfill Gas,88,Operational,Oxfordshire,South East,England,51.943339,-1.2085506,01/12/1996
0101000020E610000027953A12792C09C060CD0182391A4B40,3.4,23/10/2009,The Wind Company Limited,Harlock Hill Wind Farm,Renewable,Wind Onshore,89,Operational,Cumbria,North West,England,54.20488,-3.1467153,01/01/1997
0101000020E61000005DF11EB1275B1DC0E88711C2A3674B40,5,23/02/2010,EF Energy,Owenreagh Wind Farm,Renewable,Wind Onshore,90,Operational,County Tyrone,Northern Ireland,Northern Ireland,54.809685,-7.3390186,01/01/1997
0101000020E6100000823EECE0BB280EC01A170E84640F4A40,4.4,15/07/2009,Dwr Cymru Welsh Water,Llyn Brianne Dam,Renewable,Small Hydro,91,Operational,Dyfed,Wales,Wales,52.120255,-3.7698896,01/02/1997
0101000020E61000004E18833DDC04D33FE43098BF42A44940,4.5,30/06/2005,ARC Ltd (Greenways Landfill),Stangate Landfill Site,Renewable,Landfill Gas,92,Operational,Kent,South East,England,51.283287,0.29717165,01/02/1997
0101000020E61000001508F13790040FC049BC3C9D2B344A40,2.4,08/12/2003,Powergen,Rheidol Wind Farm,Renewable,Wind Onshore,93,Operational,Dyfed,Wales,Wales,52.407581,-3.8772282,06/02/1997
0101000020E61000003BCE2335A3D5F6BF56BC9179E4694B40,3,07/10/2009,Border Windfarm Limited / AMEC,Great Eppleton Wind Farm,Renewable,Wind Onshore,94,Operational,Tyne and Wear,North East,England,54.827285,-1.4271576,01/04/1997
0101000020E61000002E48E98832EA0CC0210725CCB4254A40,2.9,08/03/2010,Dwr Cymru Welsh Water,Elan Valley Hydro Scheme,Renewable,Small Hydro,95,Operational,Powys,Wales,Wales,52.29458,-3.6143542,01/05/1997
0101000020E6100000EECD6F9868600CC0B96E4A79AD244A40,1.1,05/01/2015,Dwr Cymru Welsh Water,Caban Coch,Renewable,Small Hydro,96,Operational,Powys,Wales,Wales,52.286544,-3.5470745,01/05/1997
0101000020E6100000723271AB2066F5BF0EF3E505D8714940,1.2,06/08/2010,Hampshire Waste Services/ ONYX / Power Plant Services,"Netley Landfill Site, Hampshire (Extension)",Renewable,Landfill Gas,97,Operational,Hampshire,South East,England,50.889405,-1.3374335,18/06/1997
0101000020E61000004BCD792178D7F23FC49448A297594A40,1.3,09/12/2003,Renewable Power Generation Ltd,Attlebridge Landfill Site,Renewable,Landfill Gas,98,Operational,Norfolk,Eastern,England,52.69994,1.1776048,01/09/1997
0101000020E61000003D8E3056E5B411C0FCA9F1D24DDA4C40,9,11/04/2011,RWE npower,"Bendealt Wind Farm, Highland",Renewable,Wind Onshore,99,Operational,Highland,Scotland,Scotland,57.7055,-4.4266561,01/09/1997
0101000020E61000002D42B11534B511C0E6CAA0DAE0DA4C40,17,03/12/2009,RWE npower,Meall an Tuirc Wind Farm,Renewable,Wind Onshore,100,Operational,Highland,Scotland,Scotland,57.709987,-4.4269565,01/09/1997
0101000020E6100000A5846055BDDC11C0603E59315CAD4A40,20.4,04/06/2005,MANWEB Generation Holdings,Llanbabo Wind Farm,Renewable,Wind Onshore,101,Operational,Gwynedd,Wales,Wales,53.354376,-4.465566,01/10/1997
0101000020E61000005AD7472BE7E0E0BFC2A2224E27B54940,2.7,19/10/2005,Thames Waste Management Ltd,Norlands Lane Landfill Site,Renewable,Landfill Gas,102,Operational,Surrey,South East,England,51.415262,-0.52745398,01/12/1997
0101000020E6100000072461DF4EC2F2BF433866D993FA4A40,2.4,29/06/2005,Yorwaste /Biogas,Harewood Whin Landfill Site,Renewable,Landfill Gas,103,Operational,North Yorkshire,Yorkshire and Humber,England,53.957637,-1.1724385,11/12/1997
0101000020E6100000105603973EA9ACBF525F96766AE84940,3.9,30/10/2011,Pioneer Aggregates (UK) Ltd,Brazier Landfill Scheme,Renewable,Landfill Gas,104,Operational,Hertfordshire,Eastern,England,51.815749,-0.055978733,15/12/1997
0101000020E61000002407B2BF68A6E0BFB4041901150A4A40,10.7,30/10/2011,Waste Recycling Group,L'Field Stewartby Landfill Site,Renewable,Landfill Gas,105,Operational,Bedfordshire,Eastern,England,52.078766,-0.52031362,01/01/1998
0101000020E610000066FDC11B2D22F4BFBAC0E5B1664C4B40,19.2,08/01/2015,SITA UK,Teesside EfW,Renewable,EfW Incineration,106,Operational,Cleveland,North East,England,54.596884,-1.2583438,01/01/1998
0101000020E610000097BBE01D2A7701C05E64027E8D7E4A40,14.2,30/04/2010,MES Environmental (CNIM Group),Stoke-on-Trent EfW,Renewable,EfW Incineration,107,Operational,Staffordshire,West Midlands,England,52.988693,-2.1831858,10/01/1998
0101000020E6100000F91BA32BC79A08C0BA2EFCE07CB44A40,2.3,30/10/2011,Bidston Methane Ltd,Bidston Moss Landfill Scheme,Renewable,Landfill Gas,108,Operational,Merseyside,North West,England,53.410061,-3.0755752,19/01/1998
0101000020E610000092088D60E37AF1BF508D976E126B4940,2.4,19/10/2005,Associated Energy Projects plc,Paulsgrove Landfill Site,Renewable,Landfill Gas,109,Operational,Hampshire,South East,England,50.8365,-1.092502,01/02/1998
0101000020E61000007FE25BB3F00009C0F225547078F14B40,2.2,29/10/2001,Natural Power,Bonnyrigg,Renewable,Landfill Gas,235,Operational,Lothian,Scotland,Scotland,55.886488,-3.1254591,15/07/2001
0101000020E6100000A4175A42E3AE00C06FBA6587F83F4A40,7.4,30/04/2010,MES Environmental (CNIM Group),Dudley EfW,Renewable,EfW Incineration,110,Operational,West Midlands,West Midlands,England,52.499772,-2.0853944,01/02/1998
0101000020E61000007517CD6F3D8FF8BF45F30016F9874B40,4.1,10/12/2009,Northumberland Waste Management / SITA UK,Seghill Village Waste Disposal Site phase 1 and 2,Renewable,Landfill Gas,111,Operational,Northumberland,North East,England,55.062289,-1.5349707,19/02/1998
0101000020E610000003EB387EA88C14C03EB48F15FC244940,4.5,21/09/2009,RES,Four Burrows Wind Farm,Renewable,Wind Onshore,112,Operational,Cornwall,South West,England,50.288943,-5.1373615,01/03/1998
0101000020E6100000FEAA6DD454E0F7BF4BE82E89B35C4B40,3.8,30/10/2011,Durham County Waste Management Company,PG1-Coxhoe Waste Disposal Site,Renewable,Landfill Gas,113,Operational,Durham,North East,England,54.724229,-1.4922684,01/04/1998
0101000020E6100000EC5E3821BEBD05C0569C6A2DCCC04A40,1,30/10/2011,Bidston Methane Ltd.,Billinge Hill Quarry Landfill Scheme,Renewable,Landfill Gas,114,Operational,Merseyside,North West,England,53.506231,-2.7176478,03/04/1998
0101000020E6100000328BB396C055E2BFFB5B02F04FB14940,2.9,19/10/2005,Renewable Power Systems,Trumps Farm Landfill Scheme,Renewable,Landfill Gas,115,Operational,Surrey,South East,England,51.385252,-0.57296781,14/04/1998
0101000020E6100000C82B6BF69BC40FC0889CBE9EAF3B4A40,10.2,18/05/2006,Cynllun Trydan Gwynt,Mynydd Gorddu Wind Farm,Renewable,Wind Onshore,116,Operational,Dyfed,Wales,Wales,52.466297,-3.9710006,18/04/1998
0101000020E610000077B9A9FDAD8FD03FDE76A1B94ED94940,1.8,30/10/2011,Waste Recycling Group,Ongar Landfill Scheme 2,Renewable,Landfill Gas,117,Operational,Essex,Eastern,England,51.697715,0.25876951,01/05/1998
0101000020E6100000953E19880A2A06C08D9AAF928FC14A40,2.9,30/06/2003,Biffa,Holiday Moss Landfill Gas Scheme,Renewable,Landfill Gas,118,Operational,Merseyside,North West,England,53.512194,-2.7705279,08/05/1998
0101000020E61000003E20D099B429F4BF23DC6454194C4B40,20.1,09/05/2006,Cleveland Waste Management Ltd,Haverton Hill Incinerator,Renewable,EfW Incineration,119,Operational,Cleveland,North East,England,54.594523,-1.260182,12/05/1998
0101000020E61000007E3CE2FAF143AA3FD2FE0758AB6C4940,7.5,10/12/2009,Haul Waste Disposal Ltd,Beddingham 'B' Landfill Scheme,Renewable,Landfill Gas,120,Operational,East Sussex,South East,England,50.848979,0.051299631,18/05/1998
0101000020E61000004BD6975B100001C0425C397B674C4A40,8,30/04/2010,MES Environmental (CNIM Group),Wolverhampton EfW,Renewable,EfW Incineration,121,Operational,West Midlands,West Midlands,England,52.596908,-2.1250312,01/06/1998
0101000020E6100000D5BAC3DCA4980AC0B7F1272A1B1A4B40,2.4,11/04/2011,The Wind Company,Haverigg Extension Wind Farm,Renewable,Wind Onshore,122,Operational,Cumbria,North West,England,54.203954,-3.3245332,01/07/1998
0101000020E6100000737BEEA9415D01C070CE88D2DEA24940,1.1,29/10/2004,Haul Waste Disposal Ltd,Westbury Landfill Scheme,Renewable,Landfill Gas,123,Operational,Wiltshire,South West,England,51.272425,-2.1705354,15/07/1998
